record_id,year,faculty,role,digital_infrastructure_score,digital_competence_score,platform_reliability_score,digital_governance_score,process_automation_score,change_readiness_score,student_service_access_score,teaching_support_quality_score,user_satisfaction_score,processing_time_hours,error_rate_pct,high_quality_efficiency
UNMSM_DEMO_0569,2025,Faculty_20,administrative,68.51,70.64,75.33,57.14,78.87,53.2,69.42,65.45,78.47,59.41,9.51,1
UNMSM_DEMO_0570,2024,Faculty_19,student,48.43,55.14,53.19,37.43,10.61,56.14,57.3,57.16,61.31,104.57,19.82,0
UNMSM_DEMO_0571,2026,Faculty_13,student,61.87,50.28,67.59,41.79,49.01,58.96,64.73,76.49,64.02,63.58,5.53,1
UNMSM_DEMO_0572,2024,Faculty_13,faculty,77.65,40.75,59.21,57.97,65.85,49.48,87.32,53.43,55.15,55.35,12.85,1
UNMSM_DEMO_0573,2023,Faculty_08,student,68.72,25.65,56.62,50.78,24.62,47.07,61.3,62.86,60.52,80.31,9.81,0
UNMSM_DEMO_0574,2022,Faculty_04,faculty,64.4,67.32,53.28,49.93,55.43,59.92,60.85,64.77,54.11,86.2,6.75,1
UNMSM_DEMO_0575,2022,Faculty_01,student,58.56,42.79,58.39,30.89,46.29,47.27,87.3,60.14,36.68,89.76,10.12,0
UNMSM_DEMO_0576,2023,Faculty_07,faculty,71.09,50.61,54.17,56.28,51.92,65.56,69.77,68.27,66.94,84.71,9.54,1
UNMSM_DEMO_0577,2026,Faculty_07,student,79.17,75.54,66.1,52.26,51.97,50.18,62.05,66.95,70.13,56.27,4.98,1
UNMSM_DEMO_0578,2024,Faculty_04,student,82.21,86.43,79.46,100.0,71.97,68.98,81.4,83.55,71.0,37.61,8.47,1
UNMSM_DEMO_0579,2026,Faculty_06,student,61.64,68.31,71.17,66.42,65.43,58.4,61.55,57.11,49.73,75.36,9.86,1
UNMSM_DEMO_0580,2022,Faculty_01,student,42.75,38.95,49.83,31.76,30.08,16.68,64.3,56.06,39.46,62.17,16.36,0
UNMSM_DEMO_0581,2022,Faculty_13,faculty,74.55,60.39,61.64,71.58,54.66,57.83,67.96,50.03,45.46,86.74,8.37,1
UNMSM_DEMO_0582,2026,Faculty_19,student,54.95,57.53,55.19,31.07,52.71,36.9,59.45,60.52,57.26,61.36,10.22,1
UNMSM_DEMO_0583,2022,Faculty_14,student,51.67,65.23,67.26,44.6,48.78,33.18,75.53,72.02,41.04,92.14,9.83,1
UNMSM_DEMO_0584,2022,Faculty_09,student,58.23,62.36,70.26,73.4,38.55,70.91,70.73,75.88,60.95,69.79,15.91,1
UNMSM_DEMO_0585,2024,Faculty_09,student,72.12,61.34,51.73,47.43,36.05,52.63,73.38,55.71,48.36,100.9,3.91,0
UNMSM_DEMO_0586,2026,Faculty_07,administrative,88.71,83.62,81.15,50.49,52.37,60.6,80.74,69.71,54.66,117.07,5.69,1
UNMSM_DEMO_0587,2025,Faculty_03,student,64.92,41.56,51.85,43.52,56.46,38.04,61.47,52.48,52.54,50.79,10.18,0
UNMSM_DEMO_0588,2022,Faculty_12,manager,57.55,56.36,41.77,57.74,42.71,49.07,64.58,62.23,48.6,90.42,9.12,1
UNMSM_DEMO_0589,2026,Faculty_12,student,63.83,53.49,71.4,54.54,57.03,56.34,77.04,52.95,63.44,53.3,7.95,1
UNMSM_DEMO_0590,2026,Faculty_01,faculty,66.79,32.18,47.57,43.39,36.92,37.25,65.11,53.7,38.86,93.97,12.23,0
UNMSM_DEMO_0591,2026,Faculty_09,student,75.71,52.71,86.23,63.24,93.92,62.94,87.78,73.1,56.69,50.05,1.66,1
UNMSM_DEMO_0592,2026,Faculty_06,student,62.05,59.11,71.38,59.32,61.48,67.84,74.03,68.43,38.59,72.92,8.43,1
UNMSM_DEMO_0593,2023,Faculty_04,administrative,84.72,79.41,73.99,74.42,75.08,47.8,76.48,77.09,49.13,49.16,8.45,1
UNMSM_DEMO_0594,2026,Faculty_15,manager,100.0,86.81,92.1,96.33,98.88,74.04,85.02,84.53,90.88,50.9,1.97,1
UNMSM_DEMO_0595,2023,Faculty_11,administrative,60.31,48.54,56.45,51.19,26.74,36.97,65.27,56.15,69.01,75.11,11.75,0
UNMSM_DEMO_0596,2026,Faculty_13,student,85.42,83.21,61.2,63.33,54.91,51.23,63.62,58.84,64.28,88.87,9.18,1
UNMSM_DEMO_0597,2024,Faculty_15,student,64.45,34.55,58.87,27.75,40.68,34.72,65.37,57.24,42.2,85.78,11.38,0
UNMSM_DEMO_0598,2025,Faculty_20,faculty,51.68,52.95,59.52,34.17,78.32,45.74,64.11,56.39,47.73,51.55,2.0,1
UNMSM_DEMO_0599,2025,Faculty_17,student,58.62,57.74,48.52,54.4,52.12,66.86,59.18,61.28,59.18,96.87,12.25,1
UNMSM_DEMO_0600,2025,Faculty_13,faculty,60.16,43.07,54.46,30.92,60.93,37.87,66.19,61.55,44.75,77.95,8.13,1
